Titles,ShelterName,Provider,Facility,DHS Building ID,Facility Type,Borough,Landlord,Open Violations,New Violations,Closed Violations,Total Open Violations ,location,latitude,longitude
"JENNIE A CLARKE RES, WOMEN IN NEED, INC",JENNIE A CLARKE RES, WOMEN IN NEED, INC,92459.0,Family Shelter,Manhattan,NYC Owned (DHS),0.0,11.0,11.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"ROBERT FOX, Msgr. Robert Fox Memorial Shelter, Family Shelter",ROBERT FOX, Msgr. Robert Fox Memorial Shelter, Family Shelter,92456.0,Family Shelter,Manhattan,NYC Owned (DHS),0.0,11.0,11.0,0.0,{'lat': 40.7499691 'lng': -73.97543139999999},40.7499691,-73.9754314
"EAST RIVER - WIN, WOMEN IN NEED INC, Family Shelter",EAST RIVER - WIN, WOMEN IN NEED INC, Family Shelter,92457.0,Family Shelter,Manhattan,NYC Owned (DHS),0.0,10.0,10.0,0.0,{'lat': 40.7891393 'lng': -73.9421321},40.7891393,-73.9421321
"Frxx HOTEL, Acacia Network Housing, Family Shelter",Frxx HOTEL, Acacia Network Housing, Family Shelter,92458.0,Family Shelter,Manhattan,NYC Owned (DHS),0.0,9.0,9.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"REGENT FAMILY RESID, Volunteers Of America, Family Shelter",REGENT FAMILY RESID, Volunteers Of America, Family Shelter,1314.0,Family Shelter,Manhattan,MSGR ROBERT FOX MEMLETC,0.0,3.0,3.0,0.0,{'lat': 40.7997157 'lng': -73.9677892},40.7997157,-73.9677892
"Elx HOTEL, Children's Rescue Fund LLC, Family Shelter",Elx HOTEL, Children's Rescue Fund LLC, Family Shelter,1345.0,Family Shelter,Manhattan,104TH ST REALTY LLC,0.0,0.0,0.0,0.0,{'lat': 40.7577861 'lng': -73.97430899999999},40.7577861,-73.974309
"Apxx HOTEL, Children's Rescue Fund LLC, Family Shelter",Apxx HOTEL, Children's Rescue Fund LLC, Family Shelter,1579.0,Family Shelter,Manhattan,FRANT HOTEL LLC,0.0,1.0,0.0,1.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"LENOX HOUSE, Children's Rescue Fund LLC, Family Shelter",LENOX HOUSE, Children's Rescue Fund LLC, Family Shelter,1316.0,Family Shelter,Manhattan,NYC Owned (DHS),3.0,3.0,3.0,3.0,{'lat': 40.7725754 'lng': -73.9552149},40.7725754,-73.9552149
"URI HARLEM FAMILY RESIDENCE, URBAN RESOURCE INSTITUTE, Family Shelter",URI HARLEM FAMILY RESIDENCE, URBAN RESOURCE INSTITUTE, Family Shelter,1577.0,Family Shelter,Manhattan,CALIFORNIA SUITES INC,7.0,0.0,3.0,4.0,{'lat': 40.8115504 'lng': -73.9464769},40.8115504,-73.9464769
"URI HARLEM FAMILY RESIDENCE, URBAN RESOURCE INSTITUTE, Family Shelter",URI HARLEM FAMILY RESIDENCE, URBAN RESOURCE INSTITUTE, Family Shelter,1583.0,Family Shelter,Manhattan,X SEVEN LLC   ,2.0,0.0,2.0,0.0,{'lat': 40.8115504 'lng': -73.9464769},40.8115504,-73.9464769
"ADAM'S HOUSE I, URBAN RESOURCE INSTITUTE, Family Shelter",ADAM'S HOUSE I, URBAN RESOURCE INSTITUTE, Family Shelter,554602.0,Family Shelter,Manhattan,X LENOX LLC,0.0,1.0,1.0,0.0,{'lat': 40.7445736 'lng': -73.98863109999999},40.7445736,-73.9886311
"ADAM'S HOUSE II, URBAN RESOURCE INSTITUTE, Family Shelter",ADAM'S HOUSE II, URBAN RESOURCE INSTITUTE, Family Shelter,111633.0,Family Shelter,Manhattan,WEST 133 REALTY LLC,0.0,0.0,0.0,0.0,{'lat': 40.8162184 'lng': -73.95467239999999},40.8162184,-73.9546724
"SAMUEL PROCTOR RES, SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT, Family Shelter",SAMUEL PROCTOR RES, SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT, Family Shelter,111634.0,Family Shelter,Manhattan,WEST 133 REALTY LLC,0.0,0.0,0.0,0.0,{'lat': 40.8169909 'lng': -73.9414626},40.8169909,-73.9414626
"WEST HARLEM RESIDENCE, West Harlem Group, Family Shelter",WEST HARLEM RESIDENCE, West Harlem Group, Family Shelter,1342.0,Family Shelter,Manhattan,X 7 AVE LLC,1.0,0.0,1.0,0.0,{'lat': 40.818783 'lng': -73.9379431},40.818783,-73.9379431
"Lenox Family Residence, WOMEN IN NEED INC, Family Shelter",Lenox Family Residence, WOMEN IN NEED INC, Family Shelter,1344.0,Family Shelter,Manhattan,X 7 AVE LLC,2.0,0.0,1.0,1.0,{'lat': 40.8207088 'lng': -73.938659},40.8207088,-73.938659
"HAMILTON FAMILY RESIDENCE, HELP USA, Family Shelter",HAMILTON FAMILY RESIDENCE, HELP USA, Family Shelter,1318.0,Family Shelter,Manhattan,SAMUEL D PROCTOR H D F C,3.0,1.0,4.0,0.0,{'lat': 40.6749041 'lng': -73.904108},40.6749041,-73.904108
"Hudson Family Residence, Westhab Inc, Family Shelter",Hudson Family Residence, Westhab Inc, Family Shelter,1586.0,Family Shelter,Manhattan,X WEST 143RD STREET ETC.,10.0,0.0,0.0,10.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"URBAN FAMILY CENTER, Henry Street Settlement, Family Shelter",URBAN FAMILY CENTER, Henry Street Settlement, Family Shelter,188674.0,Family Shelter,Manhattan,X WEST 144 ST RLTYCP,2.0,0.0,1.0,1.0,{'lat': 40.7183906 'lng': -73.97654709999999},40.7183906,-73.9765471
"New Broadway Residence, Harlem United, Family Shelter",New Broadway Residence, Harlem United, Family Shelter,1331.0,Family Shelter,Manhattan,R.L.S.A. REALTY CORP.,4.0,34.0,36.0,2.0,{'lat': 40.8518438 'lng': -73.9347083},40.8518438,-73.9347083
"NEW xxx HOTEL, BRONX FAMILY HOUSING, Family Shelter",NEW xxx HOTEL, BRONX FAMILY HOUSING, Family Shelter,554753.0,Family Shelter,Manhattan,440  LLC,0.0,0.0,0.0,0.0,{'lat': 40.706215 'lng': -74.0120453},40.706215,-74.0120453
"WEST HARLEM RESIDENCE, West Harlem Group, Family Shelter",WEST HARLEM RESIDENCE, West Harlem Group, Family Shelter,1309.0,Family Shelter,Manhattan,NYC Owned (NYCHA),1.0,0.0,0.0,1.0,{'lat': 40.818783 'lng': -73.9379431},40.818783,-73.9379431
"WIN-WESTWAY, WOMEN IN NEED INC, Family Shelter",WIN-WESTWAY, WOMEN IN NEED INC, Family Shelter,188744.0,Family Shelter,Manhattan,OLD BROADWAY HOTEL INC,0.0,0.0,0.0,0.0,{'lat': 40.688097 'lng': -74.0194178},40.688097,-74.0194178
"WIN-WESTWAY, WOMEN IN NEED INC, Family Shelter",WIN-WESTWAY, WOMEN IN NEED INC, Family Shelter,1573.0,Family Shelter,Manhattan,X ST NICHOLAS REALTY CORP ,2.0,0.0,1.0,1.0,{'lat': 40.688097 'lng': -74.0194178},40.688097,-74.0194178
"THE LANDING, CAMBA, Family Shelter",THE LANDING, CAMBA, Family Shelter,188160.0,Family Shelter,Manhattan,Not On File,0.0,13.0,0.0,13.0,{'lat': 40.7511917 'lng': -73.99214359999999},40.7511917,-73.9921436
"xx INN MOTOR LODG, CAMBA, Family Shelter",xx INN MOTOR LODG, CAMBA, Family Shelter,1358.0,Family Shelter,Queens,WESTWAY ASSOCIATES LLC,0.0,0.0,0.0,0.0,{'lat': 40.7498489 'lng': -74.0471739},40.7498489,-74.0471739
"LAGUARDIA FAMILY RESIDENCE, WOMEN IN NEED INC, Family Shelter",LAGUARDIA FAMILY RESIDENCE, WOMEN IN NEED INC, Family Shelter,1359.0,Family Shelter,Queens,WESTWAY ASSOCIATES LLC,0.0,0.0,0.0,0.0,{'lat': 40.7684367 'lng': -73.8680949},40.7684367,-73.8680949
"Queen Family Residence, Home/Life Services Inc., Family Shelter",Queen Family Residence, Home/Life Services Inc., Family Shelter,39175.0,Family Shelter,Queens,9400 REALTY LLC,1.0,0.0,0.0,1.0,{'lat': 40.7377152 'lng': -73.8846708},40.7377152,-73.8846708
"BOULEVARD FAMILY CENTER, Samaritan Daytop Village, Family Shelter",BOULEVARD FAMILY CENTER, Samaritan Daytop Village, Family Shelter,1592.0,Family Shelter,Queens,S AND Z ASSOCIATES LLC,0.0,0.0,0.0,0.0,{'lat': 40.7377152 'lng': -73.8846708},40.7377152,-73.8846708
"HELP - HILLSIDE HOUSE, HELP USA, Family Shelter",HELP - HILLSIDE HOUSE, HELP USA, Family Shelter,185392.0,Family Shelter,Queens,BROADWAY-SKYWAY LAGUARDIA CO,0.0,0.0,0.0,0.0,{'lat': 40.7072408 'lng': -73.79812849999999},40.7072408,-73.7981285
"LINCOLN ATLANTIC, Ben Berger, Family Shelter",LINCOLN ATLANTIC, Ben Berger, Family Shelter,525313.0,Family Shelter,Queens,METRO MOTEL LLC,0.0,0.0,0.0,0.0,{'lat': 40.6999472 'lng': -73.81453139999999},40.6999472,-73.8145314
"xx AVENUE FAMILY RESIDENCE, Samaritan Daytop Village, Family Shelter",xx AVENUE FAMILY RESIDENCE, Samaritan Daytop Village, Family Shelter,35589.0,Family Shelter,Queens,7900 DEVELOPMENT LLC,0.0,1.0,1.0,0.0,{'lat': 40.7377152 'lng': -73.8846708},40.7377152,-73.8846708
"PARKWOOD RESIDENCE, Home/Life Services Inc., Family Shelter",PARKWOOD RESIDENCE, Home/Life Services Inc., Family Shelter,13566.0,Family Shelter,Queens,LINCOLN COURT APTS INC,0.0,0.0,0.0,0.0,{'lat': 40.7508712 'lng': -73.72239809999999},40.7508712,-73.7223981
"PARKWOOD RESIDENCE, Home/Life Services Inc., Family Shelter",PARKWOOD RESIDENCE, Home/Life Services Inc., Family Shelter,1591.0,Family Shelter,Queens,LINCOLN ATLANTIC MOTOR INN,0.0,0.0,0.0,0.0,{'lat': 40.7508712 'lng': -73.72239809999999},40.7508712,-73.7223981
"Belt Park Family Residence, Samaritan Daytop Village, Family Shelter",Belt Park Family Residence, Samaritan Daytop Village, Family Shelter,1353.0,Family Shelter,Queens,X JAMAICA REALTY LLC,0.0,0.0,0.0,0.0,{'lat': 40.667936 'lng': -73.782124},40.667936,-73.782124
"SARATOGA INN, Homes For The Homeless, Family Shelter",SARATOGA INN, Homes For The Homeless, Family Shelter,515330.0,Family Shelter,Queens,BR JAMAICA PARTNERS LLC,0.0,0.0,0.0,0.0,{'lat': 40.65794289999999 'lng': -73.76978609999999},40.6579429,-73.7697861
"BRIARWOOD FAM RES, Salvation Army, Family Shelter",BRIARWOOD FAM RES, Salvation Army, Family Shelter,515330.0,Family Shelter,Queens,XX PARTNERS LLC,0.0,0.0,0.0,0.0,{'lat': 40.7109315 'lng': -73.81356099999999},40.7109315,-73.813561
"SPRINGFIELD GDN RESP, Salvation Army, Family Shelter",SPRINGFIELD GDN RESP, Salvation Army, Family Shelter,506369.0,Family Shelter,Queens,"AIR HOST REALTY, L.L.C",0.0,0.0,0.0,0.0,{'lat': 40.6715916 'lng': -73.779798},40.6715916,-73.779798
"CORONA FAMILY RESIDENCE, Acacia Network Housing, Family Shelter",CORONA FAMILY RESIDENCE, Acacia Network Housing, Family Shelter,1348.0,Family Shelter,Queens,HOMES FOR THE HOMELESS INSTITUTE IN,1.0,0.0,1.0,0.0,{'lat': 40.7524322 'lng': -73.85985269999999},40.7524322,-73.8598527
"JAMAICA RESIDENCE, NYC Department Of Homeless Services, Family Shelter",JAMAICA RESIDENCE, NYC Department Of Homeless Services, Family Shelter,1350.0,Family Shelter,Queens,NYC Owned (DHS),0.0,0.0,0.0,0.0,{'lat': 40.7037439 'lng': -73.7991953},40.7037439,-73.7991953
"Summerfield Family Residence, Home/Life Services Inc., Family Shelter",Summerfield Family Residence, Home/Life Services Inc., Family Shelter,1349.0,Family Shelter,Queens,NYC Owned (DHS),0.0,0.0,0.0,0.0,{'lat': 40.7377152 'lng': -73.8846708},40.7377152,-73.8846708
"Ocean View Family Residence, Home/Life Services Inc., Family Shelter",Ocean View Family Residence, Home/Life Services Inc., Family Shelter,1355.0,Family Shelter,Queens,CI HOUSE LLC,0.0,0.0,0.0,0.0,{'lat': 40.6031124 'lng': -73.7559251},40.6031124,-73.7559251
"S I FAM RESD CTR, Project Hospitality Inc., Family Shelter",S I FAM RESD CTR, Project Hospitality Inc., Family Shelter,1032.0,Family Shelter,Queens,NYC Owned (DHS),5.0,0.0,0.0,5.0,{'lat': 40.7539529 'lng': -73.7084374},40.7539529,-73.7084374
"Comunilife Street Safe Haven I, Comunilife, Safe Haven",Comunilife Street Safe Haven I, Comunilife, Safe Haven,509697.0,Family Shelter,Queens,X SUMER LLC,1.0,0.0,1.0,0.0,{'lat': 40.7561533 'lng': -73.876464},40.7561533,-73.876464
"Comunilife Street Safe Haven I, Comunilife, Safe Haven",Comunilife Street Safe Haven I, Comunilife, Safe Haven,206594.0,Family Shelter,Queens,"X CORNAGA, LLC",0.0,0.0,0.0,0.0,{'lat': 40.7561533 'lng': -73.876464},40.7561533,-73.876464
"Care Found Here XX Avenue, Care For The Homeless, Safe Haven",Care Found Here XX Avenue, Care For The Homeless, Safe Haven,1361.0,Family Shelter,Staten Island,NYC Owned (DHS),0.0,2.0,2.0,0.0,{'lat': 40.604623 'lng': -73.9984237},40.604623,-73.9984237
"Pyramid Safe Haven, Bronx Works, Safe Haven",Pyramid Safe Haven, Bronx Works, Safe Haven,494336.0,Safe Haven,Bronx,"KYX REALTY, LLC",0.0,0.0,0.0,0.0,{'lat': 40.823216 'lng': -73.911823},40.823216,-73.911823
"BronxWorks Safe Haven, Bronx Works, Safe Haven",BronxWorks Safe Haven, Bronx Works, Safe Haven,87555.0,Safe Haven,Bronx,"KY 146 REALTY, LLC.",0.0,0.0,0.0,0.0,{'lat': 40.8126634 'lng': -73.9146281},40.8126634,-73.9146281
"Westchester Avenue Safe Haven, Bronx Works, Safe Haven",Westchester Avenue Safe Haven, Bronx Works, Safe Haven,520449.0,Safe Haven,Bronx,XX REFR CORP.,0.0,0.0,0.0,0.0,{'lat': 40.830898 'lng': -73.8697898},40.830898,-73.8697898
"Comunilife Safe Haven II, Comunilife, Safe Haven",Comunilife Safe Haven II, Comunilife, Safe Haven,34834.0,Safe Haven,Bronx,X EAST 161 LLC,7.0,0.0,7.0,0.0,{'lat': 40.8271877 'lng': -73.8887216},40.8271877,-73.8887216
"VOA Safe Haven, Volunteers Of America, Safe Haven",VOA Safe Haven, Volunteers Of America, Safe Haven,1662.0,Safe Haven,Bronx,XR ASSOCIATES LLC,0.0,0.0,0.0,0.0,{'lat': 40.8271877 'lng': -73.8887216},40.8271877,-73.8887216
"Webster Safe Haven, Urban Pathways, Safe Haven",Webster Safe Haven, Urban Pathways, Safe Haven,256261.0,Safe Haven,Bronx,X RESIDENCE LLC,0.0,0.0,0.0,0.0,{'lat': 40.8647538 'lng': -73.8875202},40.8647538,-73.8875202
"The Bridge Safe Haven, The Bridge, Safe Haven",The Bridge Safe Haven, The Bridge, Safe Haven,58891.0,Safe Haven,Bronx,PEPO REALTY CORP,0.0,0.0,0.0,0.0,{'lat': 40.8556237 'lng': -73.85567950000001},40.8556237,-73.8556795
"Breaking Ground Williamsburg, Breaking Ground, Safe Haven",Breaking Ground Williamsburg, Breaking Ground, Safe Haven,1649.0,Safe Haven,Bronx,"CROMWELL X ASSOCIATES, INC.",0.0,0.0,0.0,0.0,{'lat': 40.8492183 'lng': -73.8993289},40.8492183,-73.8993289
"Hegeman Safe Haven, Urban Pathways, Safe Haven",Hegeman Safe Haven, Urban Pathways, Safe Haven,510210.0,Safe Haven,Bronx,X WBSR LLC,0.0,0.0,0.0,0.0,{'lat': 40.8271877 'lng': -73.8887216},40.8271877,-73.8887216
"Midwood Safe Haven, Breaking Ground, Safe Haven",Midwood Safe Haven, Breaking Ground, Safe Haven,152579.0,Safe Haven,Bronx,X MARMION LLC,0.0,0.0,0.0,0.0,{'lat': 40.8271877 'lng': -73.8887216},40.8271877,-73.8887216
"The Andrews Safe Haven, Breaking Ground, Safe Haven",The Andrews Safe Haven, Breaking Ground, Safe Haven,514831.0,Safe Haven,Brooklyn,X DEV LLC,0.0,0.0,0.0,0.0,{'lat': 40.7107362 'lng': -73.9425264},40.7107362,-73.9425264
"BRC Bowery Safe Haven, Bowery Residents Committee Inc., Safe Haven",BRC Bowery Safe Haven, Bowery Residents Committee Inc., Safe Haven,1003.0,Safe Haven,Brooklyn,"URBAN PATHWAYS, INC.",2.0,2.0,3.0,1.0,{'lat': 40.7107362 'lng': -73.9425264},40.7107362,-73.9425264
"Paul's Place Safe Haven, Center For Urban Community Services, Safe Haven",Paul's Place Safe Haven, Center For Urban Community Services, Safe Haven,83969.0,Safe Haven,Brooklyn,ALAIN REALTY LLC C/O,0.0,0.0,0.0,0.0,{'lat': 40.7393028 'lng': -73.99095960000001},40.7393028,-73.9909596
"Traveler's Safe Haven, Urban Pathways, Safe Haven",Traveler's Safe Haven, Urban Pathways, Safe Haven,1364.0,Safe Haven,Manhattan,COMMON GROUND COMMUNITY IV HOUSING,2.0,2.0,3.0,1.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"Breaking Ground, Breaking Ground, Safe Haven",Breaking Ground, Breaking Ground, Safe Haven,1658.0,Safe Haven,Manhattan,"G F ASSOCIATES 1, LP",0.0,0.0,0.0,0.0,{'lat': 40.75318 'lng': -73.99322599999999},40.75318,-73.993226
"Traveler's Safe Haven, Urban Pathways, Safe Haven",Traveler's Safe Haven, Urban Pathways, Safe Haven,540940.0,Safe Haven,Manhattan,XW REALTY LLC,7.0,1.0,0.0,8.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"XX Street Safe Haven, Urban Pathways, Safe Haven",XX Street Safe Haven, Urban Pathways, Safe Haven,18755.0,Safe Haven,Manhattan,X EIGHTH AVENUE LLC  ,4.0,2.0,3.0,3.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"XX Street Kelly Safe Haven, Center For Urban Community Services, Safe Haven",XX Street Kelly Safe Haven, Center For Urban Community Services, Safe Haven,514481.0,Safe Haven,Manhattan,LTHRN SNS CENT,1.0,0.0,1.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"The Lex Safe Haven, Bowery Residents Committee Inc., Safe Haven",The Lex Safe Haven, Bowery Residents Committee Inc., Safe Haven,1600.0,Safe Haven,Manhattan,X EIGHTH AVENUE LLC,4.0,0.0,0.0,4.0,{'lat': 40.745974 'lng': -73.97985779999999},40.745974,-73.9798578
"Hand Up Safe Haven, Bowery Residents Committee Inc., Safe Haven",Hand Up Safe Haven, Bowery Residents Committee Inc., Safe Haven,136962.0,Safe Haven,Manhattan,105 STREET REALTY LLC,1.0,0.0,1.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
"The Baxter Safe Haven, Goddard Riverside Community Center, Safe Haven",The Baxter Safe Haven, Goddard Riverside Community Center, Safe Haven,215554.0,Safe Haven,Manhattan,DORMITORY AUTHORITY,0.0,0.0,0.0,0.0,{'lat': 40.717161 'lng': -73.99922889999999},40.717161,-73.9992289
"Carpenter House Safe Haven, Project Hospitality Inc., Safe Haven",Carpenter House Safe Haven, Project Hospitality Inc., Safe Haven,1602.0,Safe Haven,Manhattan,GSC WASHINGTON HEIGHTS LLC,1.0,10.0,11.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
",,",,,,199232.0,Safe Haven,Manhattan,B I NURSING HOME CO,0.0,0.0,0.0,0.0,{'lat': 40.7830603 'lng': -73.9712488},40.7830603,-73.9712488
",,",,,,489473.0,Safe Haven,Queens,BAX PTRS LLC,0.0,1.0,1.0,0.0,{'lat': 40.7282239 'lng': -73.7948516},40.7282239,-73.7948516
",,",,,,1643.0,Safe Haven,Staten Island,PROJECT HOSPITALITY 385 HOUSING DEV,0.0,0.0,0.0,0.0,{'lat': 40.5795317 'lng': -74.1502007},40.5795317,-74.1502007
